
[2025-04-23 11:01:37] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:42:32] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:42:32] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:42:32] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:42:40] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:42:40] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:42:48] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:43:01] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:43:06] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:43:35] Cuenta: 1000 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 18:43:40] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:43:49] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:43:54] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:44:06] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:44:11] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:44:23] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:44:28] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:44:37] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:44:42] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:45:13] Cuenta: 1000 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 18:45:18] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:45:29] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:45:34] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:45:58] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:46:03] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:46:35] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:46:40] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:46:44] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:46:47] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 18:47:53] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:47:53] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:47:53] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:48:05] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:48:05] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:48:16] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:48:30] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:48:35] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:48:42] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:48:47] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:48:55] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:49:00] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:49:07] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:49:12] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:49:24] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:49:29] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:49:37] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:49:42] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:49:55] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:50:00] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:50:26] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:50:31] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:50:41] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:50:46] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:51:22] Cuenta: 1005 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 18:51:27] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:51:45] Cuenta: 1005 | Operación: Consulta | Descripcion: Consulta de saldo realizada
[2025-05-19 18:51:50] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:51:52] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:51:55] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 18:52:00] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:52:00] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:52:00] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:55:51] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:55:51] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:55:51] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:55:59] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:55:59] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:56:06] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:56:20] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:57:23] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:57:23] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:57:23] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:57:44] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:57:44] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:57:54] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:58:09] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:58:14] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:58:23] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:58:28] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:58:36] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:58:41] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:58:49] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:58:54] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:59:02] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:59:07] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:59:15] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:59:20] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:59:38] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:59:43] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:59:59] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:00:00] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 19:00:04] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 19:00:04] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 19:00:04] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 19:04:57] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 19:04:57] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 19:04:57] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 19:05:04] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 19:05:04] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 19:05:15] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:05:29] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:05:31] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:05:46] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:05:48] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:05:57] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:05:59] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:06:08] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:06:10] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:06:18] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:06:20] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:06:28] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:06:30] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:06:41] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:06:43] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:06:52] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:06:54] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:07:28] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:07:32] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 19:07:37] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 19:07:37] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 19:07:37] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 19:08:25] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 19:08:25] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 19:08:25] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 19:08:40] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 19:08:40] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 19:08:57] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:09:11] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:09:13] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:09:46] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:09:48] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:09:58] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:10:00] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:10:02] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:10:13] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:10:15] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:10:28] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:10:30] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:10:38] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:10:40] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:10:56] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:10:58] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:11:03] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:11:08] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 19:11:15] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 19:11:15] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 19:11:15] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 19:12:46] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 19:12:46] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 19:12:46] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 19:13:15] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 19:13:15] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 19:13:27] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:13:40] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:13:42] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:13:51] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:13:53] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:14:01] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:14:03] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:14:13] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:14:15] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:14:24] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:14:26] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:14:39] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:14:41] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:14:52] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:14:54] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:15:03] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:15:05] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:15:16] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:15:18] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:15:30] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:15:32] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:15:36] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:15:43] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 19:15:48] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 19:15:48] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 19:15:48] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 19:19:24] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 19:19:24] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 19:19:24] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 19:19:34] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 19:19:34] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 19:20:49] Cuenta: 1005 | Operación: Transferencia realizada | Descripcion: Transferencia realizada por usuario
[2025-05-19 19:20:49] Cuenta: 1001 | Operación: Transferencia recibida | Descripcion: Transferencia recibida por usuario
[2025-05-19 19:34:16] Cuenta: 1005 | Operación: Transferencia realizada | Descripcion: Transferencia realizada por usuario
[2025-05-19 19:34:16] Cuenta: 1000 | Operación: Transferencia recibida | Descripcion: Transferencia recibida por usuario
[2025-05-19 19:34:21] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:34:29] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:34:31] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:35:47] Cuenta: 1005 | Operación: Consulta | Descripcion: Consulta de saldo realizada
[2025-05-19 19:35:52] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:36:16] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 19:36:16] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 19:36:26] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:36:37] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:36:39] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:36:42] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:36:50] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:36:52] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:37:33] Cuenta: 1005 | Operación: Consulta | Descripcion: Consulta de saldo realizada
[2025-05-19 19:37:38] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:37:50] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:37:52] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:38:01] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 19:38:01] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 19:38:10] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:38:21] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 19:38:23] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 19:38:56] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 19:39:05] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 19:39:05] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 19:39:05] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
